2026-04-04 02:04:44 |     INFO | main.py:20 | Recherche en cours pour: Samsung
2026-04-04 02:04:44 |     INFO | main.py:28 | Structure JSON valide!
2026-04-04 02:04:44 |     INFO | main.py:34 | Donnees sauvegardees dans: C:\Users\dell\Desktop\pfa maram\projet-pfa\data\samsung_results.json
2026-04-04 02:04:44 |     INFO | main.py:65 | --------------------------------------------------
2026-04-04 02:04:44 |     INFO | main.py:20 | Recherche en cours pour: Apple
2026-04-04 02:04:45 |     INFO | main.py:28 | Structure JSON valide!
2026-04-04 02:04:45 |     INFO | main.py:34 | Donnees sauvegardees dans: C:\Users\dell\Desktop\pfa maram\projet-pfa\data\apple_results.json
2026-04-04 02:04:45 |     INFO | main.py:65 | --------------------------------------------------
2026-04-04 02:04:45 |     INFO | main.py:20 | Recherche en cours pour: Microsoft
2026-04-04 02:04:45 |     INFO | main.py:28 | Structure JSON valide!
2026-04-04 02:04:45 |     INFO | main.py:34 | Donnees sauvegardees dans: C:\Users\dell\Desktop\pfa maram\projet-pfa\data\microsoft_results.json
2026-04-04 02:04:45 |     INFO | main.py:65 | --------------------------------------------------
2026-04-04 02:04:47 |     INFO | main.py:47 | Lancement du diagnostic complet...
2026-04-04 02:04:47 |     INFO | gemini_analyzer.py:50 | Generation du plan d'action pour: entreprise
2026-04-04 02:04:48 |    ERROR | gemini_analyzer.py:59 | Erreur Gemini: 429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_input_token_count, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 0, model: gemini-2.0-flash\nPlease retry in 10.6465497s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_input_token_count', 'quotaId': 'GenerateContentInputTokensPerModelPerMinute-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}, {'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '10s'}]}}
2026-04-04 02:04:48 |     INFO | gemini_analyzer.py:50 | Generation du plan d'action pour: entreprise
